height,weight
174.98405,62.9156
177.35997,55.1430
168.13654,61.2131
172.08147,48.9781
169.01152,55.5675
171.01459,63.7695
165.12944,51.4500
174.90051,52.2195
170.73009,57.5625
174.81479,55.3758
173.69859,53.3851
171.6895,50.992
172.26963,50.2290
172.29242,61.1024
168.44980,56.478
170.16669,45.4351
169.87246,55.5955
173.70854,63.293
168.8488,56.023
174.1277,62.3388
172.30463,59.6240
178.80155,67.2853
171.67812,57.8606
165.76101,48.8677
169.5211,54.2267
175.10003,61.6585
168.80070,58.8175
172.22653,62.7469
166.5041,50.4382
167.87373,49.7671
171.46008,62.9449
173.02013,53.4764
170.79153,53.722
169.0146,63.2666
180.39575,63.56
173.55243,48.5050
177.6969,55.8642
173.54756,59.0823
175.5767,57.6486
168.96159,64.0549
169.02674,48.3190
174.84133,61.3409
176.45200,52.7241
162.17450,48.6496
171.117,56.8099
168.82410,57.4927
172.72478,56.6018
169.05082,59.1068
172.55536,58.5503
180.57980,61.848
182.64381,57.7482
168.80830,52.4155
168.36817,55.6395
171.71911,54.9612
169.94896,55.9648
170.02549,62.6415
174.59660,64.4412
175.84103,63.858
171.45826,53.5912
173.670,53.0658
165.22334,60.8666
171.81159,58.4500
169.38696,58.058
175.06457,50.1739
173.47926,66.8056
176.54090,56.4351
181.135,69.8966
173.83270,62.9217
170.53364,53.6230
181.99186,58.9608
165.32814,49.2838
167.4729,55.1172
175.50709,59.7849
170.85516,55.4754
163.54549,53.3809
169.32308,55.867
175.56767,58.1500
172.72295,54.666
167.67863,60.1544
175.42208,69.7646
166.02220,52.0708
174.1592,54.8213
165.01011,50.2623
172.83867,53.0102
174.13976,63.6859
175.23694,53.5288
168.99265,53.012
166.47996,45.20328
168.58061,55.8543
171.06915,59.77
171.14451,48.7154
173.66407,56.8277
176.36104,63.619
174.83874,57.3792
173.61225,59.9289
177.1139,57.3826
169.59379,53.0698
174.24179,51.4375
169.61119,52.0773
170.00057,49.4319
175.46993,62.4134
175.41778,55.6441
168.77276,54.8050
178.75052,63.4165
163.88753,53.3898
171.66212,67.8619
178.59017,63.2394
179.07005,62.5442
168.91249,51.3651
166.00503,53.0831
172.22102,58.8290
167.81168,62.5126
174.03338,56.7760
162.86350,51.1259
170.08180,55.683
172.63473,53.526
170.2674,64.9862
177.85931,55.6355
173.2958,63.4763
175.07156,49.8993
170.14414,61.9248
169.17104,57.4596
181.343,60.7214
172.37489,61.8785
175.59622,57.5528
172.40641,53.4303
174.65251,60.2554
171.11444,52.6243
165.50823,61.500
179.19883,57.1212
168.6684,54.9240
169.75953,61.8139
170.84258,54.4769
177.81471,60.6742
178.14028,62.6364
170.30601,57.7388
170.53390,53.0672
173.72569,64.9381
170.85617,62.6901
179.59174,63.7568
164.62820,53.1323
171.78492,61.1522
162.53463,59.1620
172.44659,54.6646
166.93332,53.9393
171.05183,56.3390
182.2961,65.0364
166.41821,46.2974
170.81642,54.5997
173.38314,61.1262
172.43461,60.5675
177.45593,68.7131
174.49536,56.7183
178.21387,60.453
164.8686,52.0902
177.78898,61.9936
168.37335,56.5260
180.88818,69.8165
171.25455,59.0105
174.57791,57.5381
172.04982,59.0262
173.12546,62.1450
176.85222,65.085
173.0952,63.2413
171.85340,50.4611
164.2303,52.5012
181.4032,69.1218
170.17680,46.1677
178.76068,62.6998
168.95328,65.7511
170.63738,57.1822
172.80951,58.7644
161.27186,45.7395
171.41777,61.546
175.21563,59.023
173.95739,51.8584
173.82190,54.2987
169.73888,53.5091
174.21756,61.963
173.27682,57.3876
174.72848,63.1709
169.14137,60.0760
166.94991,58.9429
176.40432,47.9807
170.35912,54.5821
167.79573,50.1255
162.90308,55.3506
167.2582,55.1971
174.80163,63.6520
172.76948,59.1028
168.07823,59.0135
175.78840,60.4147
175.49899,58.1188
176.54275,62.2893
175.97100,63.0649
177.3512,69.2063
176.11336,65.9336
176.91016,59.6332
175.07443,61.24
172.71606,54.5990
169.68036,59.5099
164.31755,52.7962
176.50704,60.4511
173.48322,51.7201
167.13347,49.9585
177.5343,57.9540
173.80275,55.5351
176.53287,59.3818
176.00298,65.1932
172.0771,63.7345
172.84474,53.210
176.74003,58.1979
170.14421,60.06
177.95720,68.6602
172.60555,46.7607
177.08969,61.3442
172.13524,56.9600
181.61640,60.9108
169.9075,52.6836
177.26627,65.842
175.71959,44.17301
176.66195,64.1967
169.59003,56.3286
179.55009,54.16
171.31441,50.3290
178.91460,69.346
176.24184,60.5528
170.82707,59.6639
179.10236,67.1087
172.90273,48.6384
169.72989,55.9560
184.90189,54.2591
169.67873,49.8009
173.73697,59.379
168.99395,61.3170
168.12687,50.1726
180.00820,66.1427
170.27284,53.5581
178.62504,62.1135
161.36534,50.5987
166.07732,57.090
171.74075,57.4793
177.4335,71.402
162.61204,49.1615
164.27641,50.8772
170.78556,53.6650
165.39319,49.2859
168.16466,54.4223
177.04100,57.3131
179.00556,54.3398
174.36282,57.4123
171.05234,54.1597
166.69177,54.7365
170.09013,55.5897
173.32917,53.9867
176.2351,57.3610
168.93687,50.9443
168.58323,53.8407
182.7614,60.0567
179.9026,61.7263
176.92408,58.6185
172.65691,62.5782
171.8734,59.6827
177.21552,64.1292
173.65106,60.8355
174.76843,53.7746
170.49862,52.7732
173.01205,62.0052
170.92628,59.4333
179.59448,50.8482
165.32677,59.4582
180.6971,57.7887
179.22304,68.2638
173.92373,59.3538
175.23658,66.9347
179.74173,58.4362
177.20861,59.4647
166.99644,53.853
170.14889,65.2912
163.60828,51.0578
170.68569,56.9523
170.19674,62.1128
171.82155,60.2192
171.45653,64.7285
171.9080,63.1574
187.49505,63.5444
163.80016,60.9541
164.04788,54.878
169.13106,51.804
174.6423,58.4577
172.31858,57.910
175.3334,58.7110
178.41229,55.683
168.88437,57.5543
176.46378,59.9834
168.03571,60.0267
168.91726,62.4782
181.7865,67.1845
171.3321,54.3300
167.58646,55.5856
173.65083,66.7265
171.80644,64.49
173.87146,61.1623
171.808,59.8389
165.94793,61.2630
181.90525,63.6789
177.71102,65.6782
178.61140,60.5104
172.83364,60.8093
179.63733,63.8698
173.97260,62.0508
172.56806,53.3070
169.35798,56.7441
168.49006,54.5714
173.8234,59.6652
167.80741,58.3931
173.42988,65.915
180.68298,63.4604
167.40518,50.4363
168.51434,60.8011
165.9900,49.6461
169.60880,56.9720
178.20559,56.9093
164.78512,49.3796
168.65300,55.3971
178.29423,61.1316
165.47765,53.6412
175.60458,61.1619
174.41553,68.0025
174.20986,54.6608
174.09358,59.5641
175.36983,54.7630
172.18896,65.9140
179.18516,58.4839
172.42107,60.0791
169.17413,57.0490
166.02448,40.28377
176.98766,62.7564
174.18502,57.9881
168.20695,57.9422
174.0974,53.20
172.2107,60.5206
174.34428,63.7027
172.59823,59.6195
172.04804,50.4968
171.7327,52.5855
179.55979,64.0868
173.39909,58.9582
167.36080,61.1804
185.44647,70.8032
171.89671,61.1324
169.63398,61.4689
173.55536,54.8815
179.66479,60.3660
176.36670,58.0645
177.68057,50.7489
173.69008,49.2469
169.44302,64.3452
178.43675,61.1954
171.75655,53.6327
171.65792,56.0464
167.60650,50.3376
174.71443,55.2057
174.29671,58.4992
170.88716,60.1625
165.98125,50.3606
177.19317,64.9806
177.52192,56.8033
175.35555,61.8358
171.51888,57.3225
176.34707,60.4568
175.90326,55.707
170.70842,55.0502
172.74517,63.4253
183.78528,59.3751
165.56647,62.3677
170.65236,56.6408
172.13100,55.6268
176.97531,58.1198
172.83382,50.1194
178.73833,59.1767
163.61964,56.3306
169.82308,63.6685
178.31529,60.0821
170.25437,58.9537
175.94524,65.4636
171.26796,53.7286
179.17579,60.3531
163.91004,56.1367
173.34906,57.0117
167.60297,58.8750
169.82575,48.1272
167.950,63.1956
171.05064,59.1847
171.77202,54.4137
170.25198,56.4610
171.27141,57.1970
170.17743,58.1552
175.93661,61.797
171.90334,55.2792
173.96447,50.9414
175.65406,61.100
176.65182,57.8053
171.20702,48.3714
167.99618,48.9384
161.58865,53.1993
165.50726,50.0066
172.93331,54.9065
172.56214,56.4043
171.52150,58.1303
175.19393,54.985
161.25424,54.9253
168.05412,53.3011
164.66401,44.2420
168.73146,54.2574
173.82477,53.9651
168.96370,62.5281
174.62005,55.1185
167.57200,60.1218
170.26418,45.3618
174.21080,64.0483
168.47068,57.3973
185.00560,70.4872
178.8119,61.1350
172.86740,57.0139
165.46485,52.165
175.63729,57.109
163.20917,55.91
161.92911,53.160
182.94800,67.4877
166.76159,58.4523
170.72435,53.8841
175.53780,55.9728
163.95913,40.83758
177.41768,54.6917
179.42959,57.2520
170.23761,57.5111
167.77150,56.6820
171.09648,64.948
171.80057,58.7352
172.10131,59.5613
175.30509,63.328
169.71272,54.5831
173.0411,58.0821
176.26835,65.4155
172.7703,48.6460
180.68955,63.7841
169.97794,50.1830
174.04024,56.1487
171.43588,60.9014
171.94492,61.5680
179.03462,60.135
163.77211,45.9805
175.46437,62.7088
171.70827,59.8360
173.5371,44.99113
174.59432,47.4162
167.19977,49.3539
171.6910,58.6040
177.36094,59.9764
175.87717,59.9166
169.7751,55.0414
176.62091,54.4786
168.59245,55.3741
167.82029,56.8645
164.12228,51.0537
173.78804,54.9447
176.69406,52.3599
176.25421,63.8280
173.82564,55.8012
170.31962,57.6127
172.1922,58.9894
182.75028,65.4061
176.87864,58.830
183.0865,64.901
173.88810,53.1816
166.27772,63.2164
170.87296,48.1015
173.19798,59.4223
170.89623,54.2589
162.33458,50.96
171.98764,60.182
183.2437,63.3946
173.36823,61.6044
171.54596,60.4722
174.25589,54.9755
171.68457,50.6259
165.60592,51.7461
158.51939,50.0128
179.27439,55.7464
174.9809,61.1702
174.61652,54.0659
168.39964,53.7236
169.31069,60.8389
169.03847,56.7425
171.97474,56.1904
177.17267,57.0952
172.01195,51.8236
176.18555,61.4792
168.76456,52.5118
170.67698,54.238
168.7431,51.9983
165.30940,53.2672
178.99908,69.8051
171.86077,48.9351
171.4530,51.2671
175.03783,59.6912
171.81213,59.4831
174.00770,63.2577
170.73476,60.6766
167.35265,51.2643
177.4899,53.6792
178.74077,62.7149
174.41995,63.3656
174.50300,60.1731
177.2935,64.2927
180.11010,68.0646
165.5440,53.6402
168.19011,53.9608
176.82477,61.4541
177.48270,69.9969
166.59184,60.3822
167.851,52.3735
179.02458,61.6858
172.31502,51.2323
173.91931,61.8247
169.65221,58.3834
174.10923,56.4953
164.59650,51.7425
169.16916,48.2045
170.71376,55.2168
169.51142,52.0991
168.99397,50.2545
174.4800,59.9827
173.20417,64.0408
162.37219,55.0342
176.7406,53.3501
180.30993,63.5889
179.74026,64.3678
165.16817,57.2187
169.93111,58.0617
175.84938,59.3457
167.87734,65.1928
176.51545,63.0118
172.85,63.6580
171.43481,59.7339
174.87964,63.8723
173.32696,57.0198
173.69518,52.6356
175.14336,51.5447
171.83362,56.9342
168.16149,50.7538
175.10064,61.0138
172.21236,57.7
165.7723,55.2810
172.95449,59.158
174.39526,52.5174
172.25119,54.6382
165.60889,60.6282
167.24559,47.7692
171.15904,64.0866
172.53905,56.4743
168.34762,54.4505
179.70218,54.9120
177.74237,66.7818
170.71249,56.9545
170.97962,57.4766
178.41057,66.9173
175.24286,60.9267
174.22848,59.5182
172.67926,62.3786
178.71730,67.7870
175.03143,57.0386
169.86928,55.8640
169.66448,55.6383
167.9745,48.5785
183.70349,57.3553
174.01807,59.0531
174.74049,58.0931
179.09273,66.9655
170.72224,56.6494
171.21617,63.6876
171.08495,61.4738
173.69762,58.873
182.67411,63.8357
173.81377,54.9834
172.15272,63.3255
175.23762,53.1085
168.18016,58.7880
172.0558,56.1732
178.57821,58.6783
173.04903,53.539
177.45339,58.001
173.90859,58.6161
179.90116,59.1104
179.15412,56.8552
169.37967,51.9702
172.6509,56.0807
170.75678,50.5848
176.99454,61.3768
169.15394,57.2801
167.89438,58.2347
172.36628,50.1222
172.74786,56.7728
171.6631,59.7432
171.4904,58.6403
174.08225,57.7279
166.44638,52.6873
170.22729,52.4539
182.12463,59.007
171.26659,54.0390
171.21490,62.8798
179.35748,59.9373
181.36093,60.6570
162.79086,46.907
174.19109,63.7399
178.93187,63.1616
174.72386,62.2245
173.16872,58.3745
170.83446,54.2865
176.75113,60.910
166.69946,53.3346
178.22390,67.592
169.1714,56.8133
169.7627,62.5900
172.07182,51.7544
170.21736,47.8779
174.81100,58.5685
168.99100,55.1873
164.99464,57.0078
168.64462,48.3136
175.65083,65.9831
171.1754,62.5191
168.81310,49.1300
167.74292,53.4473
178.78080,62.1518
166.76947,43.06357
171.03187,55.2420
175.97727,57.9829
178.3400,62.019
163.4449,51.4288
176.07008,63.3699
180.80645,62.5124
169.40985,47.5372
177.66172,58.6759
168.94823,62.8825
162.94077,52.8872
177.61699,56.6462
169.49484,62.3470
174.04039,63.6108
171.00266,61.7879
162.69015,47.3506
173.11456,54.2036
172.00141,53.6447
169.42854,59.0331
171.23847,58.5436
174.65914,60.2149
172.33831,53.2963
170.86207,59.3482
173.88695,56.9372
170.74901,52.555
169.8620,58.4364
169.54198,49.5914
176.38911,57.0886
166.2707,48.6474
174.42706,56.8246
177.43434,58.6430
175.57024,55.4631
175.80285,59.1446
170.24668,60.2667
171.94906,59.1533
177.96673,70.0236
176.17890,62.4662
175.4772,56.213
173.27560,57.6798
174.26932,57.3049
169.04023,52.1350
174.54776,53.6485
174.20770,55.5670
175.48416,54.6087
169.80853,44.66936
174.15045,59.5545
169.48869,52.9801
169.50700,59.837
174.38037,53.7026
167.92748,54.4424
169.4429,57.4879
171.29925,69.1732
175.91357,54.7303
174.63681,59.1
180.20043,62.9686
172.15317,61.9704
168.26852,47.8332
159.12988,59.1125
171.24792,58.7410
163.69660,50.8578
172.43674,48.8852
179.1724,64.5173
178.60195,59.0458
172.2488,60.622
164.11103,48.5228
174.64603,57.6683
179.51470,64.2357
164.57171,56.1947
170.74485,56.5754
169.5486,60.551
177.55961,63.5597
182.78513,61.3459
166.19149,58.7779
169.16743,54.7632
168.7368,60.6649
168.50586,47.3336
177.72327,63.5074
181.96900,54.8059
168.25455,52.6055
174.49162,53.0956
170.56270,58.7345
182.7969,60.6006
174.1277,57.4517
170.31134,55.6185
171.46191,60.2856
174.71227,56.8335
170.37929,52.0333
166.27884,59.6402
176.52459,56.0075
164.27000,54.5074
176.08507,60.821
163.57211,55.3225
172.6423,46.8809
173.15190,51.0213
169.85612,47.8069
170.96420,61.263
173.38678,59.9330
166.03355,57.7156
175.12850,56.7057
171.46567,51.521
163.30287,54.4775
166.5310,58.8510
174.37877,58.4061
171.87258,47.2801
168.81528,57.135
176.83350,62.7487
178.184,65.3339
172.73897,62.1901
174.88497,59.2567
178.68402,56.5999
165.1498,60.9856
171.67306,60.2580
172.62706,61.428
163.15324,56.3060
182.44000,65.2843
173.75571,56.6970
185.23471,70.512
173.3890,56.6144
181.15361,58.2055
175.37598,64.8207
165.57932,52.6
170.04223,55.3365
175.80953,61.79
166.45722,54.8201
164.88197,48.845
168.67939,47.337
168.93593,58.972
175.23267,57.8892
178.79065,64.4185
170.87347,61.0242
173.41576,56.3114
167.98709,56.729
177.3974,62.7194
175.87717,56.8816
176.51118,48.9193
172.76214,62.9245
170.53740,57.3778
171.01309,55.6102
170.74050,53.1450
170.7071,55.7612
180.90063,60.4813
159.03926,57.9258
167.78331,51.0170
174.3098,50.3934
168.70998,58.2920
171.86214,55.7772
172.39633,57.0451
176.36018,64.8440
169.97357,49.0442
170.3763,59.5968
168.62113,55.9582
169.87911,53.7572
178.15557,61.3285
165.2186,58.6623
172.57408,66.7069
166.86583,57.5111
166.86863,56.17
172.88523,53.8212
166.56530,57.6427
176.56472,62.3374
172.74631,60.0804
167.56850,51.3819
174.00036,53.3593
174.3908,57.0916
164.86203,58.449
169.84670,55.1350
171.33827,46.1749
179.26068,61.9135
166.38252,51.3716
172.81675,63.3366
178.93381,60.2104
169.77185,50.5278
168.61424,46.2690
173.57593,56.2747
176.31044,62.5361
172.28129,61.1081
175.7594,63.0642
169.11640,53.5751
167.30482,60.0066
172.52663,58.0067
171.85561,51.8893
175.28156,61.6278
172.79379,50.3476
172.48571,51.2937
172.46125,46.578
179.79934,72.3011
168.47739,58.8369
180.85831,64.1435
172.40771,58.9222
167.50147,52.7118
177.48705,57.4303
167.10825,52.0901
178.36799,59.3968
174.90265,53.172
172.70644,58.0765
170.40243,58.6132
174.90158,56.6606
167.81493,54.3259
178.84981,62.486
173.39135,56.2550
177.82446,57.1431
166.85357,56.929
180.20800,53.6212
178.82753,69.2338
172.54568,56.2462
170.79336,59.3529
171.29676,60.1368
172.66333,62.3964
177.02096,61.023
174.96,54.8403
168.22057,53.4168
164.45136,51.3814
180.70332,66.7395
167.57597,51.4896
176.35977,72.4770
166.10239,56.7858
173.93011,57.8631
171.92988,56.9941
177.23681,53.8255
187.59223,61.7188
174.38820,55.7154
174.96539,60.3435
169.51996,61.893
172.83384,57.3255
164.73040,51.8022
170.28137,54.5844
166.53474,54.3764
173.05838,60.8703
166.7568,56.9805
183.44777,62.9661
172.54334,57.3113
178.89515,61.5725
172.93524,62.6193
177.4614,57.2189
174.52015,54.8673
174.20156,63.4275
169.35897,55.4476
177.70447,58.8377
168.40177,62.2161
167.04264,47.4043
175.54425,61.5696
169.87187,50.5979
171.11807,66.9986
177.64069,68.2559
177.32505,60.3673
169.06458,63.8378
180.23644,59.167
175.76663,57.8605
178.52865,60.7460
177.72680,65.980
177.6237,60.7027
170.78820,57.2835
170.8747,53.1192
168.86339,58.2985
173.85213,54.5414
169.91879,52.0567
165.85400,60.067
175.42571,59.9636
172.77870,61.351
177.86774,51.6662
167.20688,53.205
178.33439,68.319
174.11906,64.9625
168.08734,59.9569
171.09791,61.1985
177.75067,55.4135
166.36611,55.748
170.75567,49.3088
170.89410,60.1667
168.33657,54.9045
170.69679,53.395
177.72210,60.482
178.64259,62.7282
171.70827,59.1747
178.11984,53.2706
167.11800,48.6185
172.4947,58.1969
169.18120,51.817
168.55615,52.7835
176.20529,56.5104
175.48817,59.66
172.81718,62.4392
169.47759,57.6795
166.6194,50.1098
169.07751,56.9205
174.09391,56.6302
182.38462,61.8930
176.31623,56.0655
172.50301,57.5083
169.24165,64.0185
177.82144,57.7698
170.72216,61.2225
177.7934,61.6159
178.92575,64.7585
177.78016,57.3859
180.62644,59.7428
173.81103,57.4616
182.20441,55.6527
173.35726,60.8864
183.21937,54.8532
175.4914,60.0061
167.70353,60.004
166.0685,57.2336
170.88795,53.6156
175.23140,57.3490
175.2506,54.6030
169.55800,47.0082
167.87043,50.9698
174.50803,54.2811
164.39939,48.2575
176.60894,54.5248
181.15354,71.0312
175.90486,60.0923
177.83487,59.8971
183.0309,67.5727
173.98855,58.4745
170.70606,49.8722
171.2664,55.2620
171.16819,61.8766
174.78898,70.0776
166.53017,52.9882
174.91873,55.9903
171.78548,58.2981
161.65899,51.9611
175.56739,64.7879
178.28788,56.4851
174.31322,49.6917
174.19767,62.3251
169.62979,54.1865
171.91779,55.6761
174.75055,65.0831
169.48348,52.7468
171.93217,54.6085
170.80669,53.4422
179.83553,59.8531
177.32812,58.4510
171.24492,53.667
172.99513,63.8264
176.58527,62.9320
168.77469,56.0955
168.93383,47.1916
173.42165,55.7875
171.47677,59.7094
173.3121,55.4174
175.76810,58.1661
173.29325,61.578
176.97750,52.7500
175.65045,60.7848
171.31490,57.8372
181.4048,66.1307
167.69039,64.4090
171.6463,58.0337
163.82728,63.5938
178.29972,57.567
171.47918,56.1259
169.56623,54.0209
168.57078,60.0657
167.56245,57.5037
171.38874,62.8388
167.2643,52.2011
170.4945,55.6952
175.5402,62.8976
164.52941,51.5080
174.69007,57.192
176.69447,58.492
169.84157,62.1677
171.32765,64.7056
169.4322,57.6237
176.42756,59.3456
172.30974,54.4749
171.83235,62.3013
175.32701,61.2425
172.85536,56.8985
165.1348,51.6076
172.08335,58.4179
170.9466,50.0392
176.71616,76.7146
168.83167,57.7263
171.13550,55.2395
167.71945,55.9240
172.43176,57.3911
169.17190,56.3296
172.03057,54.2251
168.17073,56.7858
175.88136,57.2758
174.49099,50.301
169.42321,54.5680
180.76962,61.2517
166.20780,69.2258
170.82519,59.2148
172.84738,56.1305
179.02847,61.2039
175.34583,58.8146
166.1635,53.5889
175.12695,62.1391
174.62952,48.8664
176.63909,61.4690
168.51711,56.1250
177.6148,66.4212
169.31165,58.0297
174.12365,55.9870
167.54886,55.5696
176.50186,54.0674
168.5117,62.2150
173.44641,55.9547
173.72772,57.2395
167.02705,50.5991
173.63834,60.7584
175.79538,60.9743
170.74124,52.0735
174.39635,56.5943
173.85292,50.0665
178.70691,57.1253
181.67269,62.5729
172.56915,63.9614
177.91021,57.7635
163.93358,59.0499
168.10180,57.8822
173.00552,56.3150
176.5531,68.8387
181.52410,61.5063
172.18683,59.5185
164.7167,55.0030
168.92298,62.3687
177.9720,65.5989
177.29949,52.9980
178.16030,59.7998
170.74987,60.602
182.82503,62.6435
176.07288,61.9534
171.23179,56.1696
172.92386,59.4559
173.05673,62.0738
178.75369,59.2251
178.60482,60.3070
166.5079,54.9913
164.21423,53.7052
177.12342,55.4132
171.94289,55.215
178.32027,53.7076
163.74595,54.713
176.89965,61.0008
176.00694,59.5296
175.22464,54.988
170.99653,50.1946
176.92812,60.9721
177.57889,67.3860
180.183,58.8483
175.04468,49.6630
174.12612,59.5089
169.58371,55.307
180.07950,62.9835
185.66529,61.2166
175.83523,65.8035
161.67336,52.8732
168.81884,58.846
173.62104,56.1522
171.63120,56.3406
169.75285,61.4620
176.85822,64.8712
172.86994,57.1692
171.55912,61.0316
176.030,52.9619
171.16900,58.4840
181.49999,61.0719
173.96534,58.2253
167.23680,57.0205
175.89812,60.5314
163.86635,46.7592
172.27332,57.636
167.25638,53.6260
179.50475,55.6448
170.46832,56.5384
171.69097,62.8677
168.48569,52.8137
177.52817,63.5136
168.61935,64.6228
170.4409,56.7507
168.75465,51.3423
167.94930,54.6411
170.19349,60.6186
162.97420,46.2514
171.00796,61.6455
170.03451,55.2818
175.48228,64.7680
178.92349,60.3050
172.4919,56.8804
168.94985,54.2126
171.1609,58.2597
172.98474,54.8674
171.49679,49.9048
173.4393,49.3339
172.19402,58.0887
173.50585,54.9803
168.14739,51.6651
167.25516,64.5886
174.80491,61.2795
175.16686,61.6825
175.36328,60.611
164.86947,56.0287
163.92721,54.9525
182.24619,63.221
170.00334,59.9728
166.47759,58.7340
164.69693,41.6436
170.14015,58.9885
168.00223,53.8918
179.87663,65.8696
175.04268,68.9838
169.33250,45.4837
179.02436,62.4395
177.57681,61.4655
169.28851,53.8144
175.29439,66.1721
168.30286,52.3039
174.99439,54.1169
180.90706,59.9444
174.46236,56.5561
177.54374,61.3056
174.49665,52.6331
177.4279,61.701
161.14072,50.8800
162.85291,60.3965
182.24564,59.914
168.14112,61.4575
166.95412,57.528
183.31144,62.4000
168.87797,57.739
176.05286,56.3415
172.79485,54.2295
167.58346,41.39371
181.09822,64.6421
181.6463,57.9622
174.24593,58.4484
173.18655,61.6557
177.4980,68.891
172.56757,59.8868
177.30010,55.8688
165.59888,53.3838
172.3144,57.6310
174.01278,62.5618
165.47793,52.2484
170.06166,54.7158
173.37910,61.87
172.81182,67.6146
163.94631,50.4881
181.66888,57.9697
176.73305,62.4821
169.78445,58.9619
174.2003,55.9374
176.55842,66.5797
171.44243,61.4537
170.70007,58.5202
171.86811,62.037
177.89375,55.5798
174.98581,53.5298
174.90171,61.379
173.74735,64.9751
176.57455,62.5493
176.88296,61.2436
173.42010,61.247
166.60363,55.7826
163.46909,54.6479
171.79752,61.477
176.46688,62.1842
175.09256,60.5034
167.60195,60.5321
171.84807,56.4680
174.74004,65.5659
169.73395,60.7078
174.5795,49.8513
168.50220,55.6759
171.38084,44.9394
172.02653,61.1441
165.61135,53.0201
181.58722,61.5093
165.71026,51.5495
177.78240,63.4076
165.56401,55.0969
177.95852,60.9177
174.28596,56.8
173.12211,56.6990
161.24395,53.3175
181.08833,64.6887
178.09200,65.3060
174.85180,64.1891
178.20069,51.6478
176.77590,60.6812
167.21488,55.6003
181.17274,61.4548
173.24995,65.004
182.55712,60.9499
176.15604,58.497
172.56900,64.5649
177.08674,62.9302
164.27028,51.4028
165.94917,53.8269
171.35643,65.386
180.54417,70.3267
169.31749,61.3794
172.1218,49.8696
170.76730,56.4448
171.27558,60.971
177.16419,59.2998
173.07601,58.3371
175.1081,60.4830
176.15769,61.8819
177.4553,63.7338
176.06828,61.7338
167.4625,47.756
173.79640,57.709
167.49113,54.7094
173.17880,52.164
178.45997,58.9463
167.78214,47.3134
172.05206,59.6349
165.85044,57.3165
173.13857,54.9919
175.14573,63.6302
173.20415,58.6351
176.7096,57.2823
177.85984,62.3431
175.63706,53.1972
178.41745,54.9176
179.47686,64.7493
171.32676,57.1247
165.19103,51.812
178.96431,60.3973
170.46699,54.7623
173.34034,62.2941
169.5674,47.7709
174.5760,52.7635
161.16635,53.591
176.08055,60.6207
175.44435,56.2245
179.09652,65.0862
170.92597,53.4868
176.12238,64.45
171.04342,61.8926
168.51719,54.7261
163.55814,56.9377
169.35803,51.3075
183.80967,61.1204
173.35228,50.3552
166.45242,55.4878
171.72160,59.1830
174.46239,56.4977
174.27237,58.8136
180.14119,64.3402
176.05903,56.224
174.15774,59.167
174.34397,57.6494
168.56377,61.7157
175.24870,51.7276
171.36158,55.4445
172.22386,56.1444
181.68066,52.9469
184.13392,70.0814
169.18318,55.8478
180.51877,63.0276
168.48955,68.1803
180.77769,58.8066
175.35274,62.8146
176.14694,62.4649
172.85630,57.3458
181.5968,60.2653
175.41524,52.3321
173.32279,50.1776
172.54921,54.609
174.12932,59.0375
171.6382,57.0607
168.56047,53.2622
179.73363,60.6557
170.45219,59.5380
163.8663,57.9756
171.39509,54.8491
170.77271,63.9854
172.70105,65.3924
171.343,55.1940
169.69400,55.0327
167.89306,56.6359
167.94615,56.3123
164.36147,59.0868
175.29914,54.3376
171.35544,62.4988
181.88681,62.5409
175.48548,59.419
172.25439,52.5408
179.68420,58.2900
163.6664,54.1408
179.86962,63.3833
164.86408,58.7806
173.49003,57.5222
173.76651,60.2914
168.53438,45.22241
170.86704,56.5098
169.25864,54.5734
165.12339,38.22103
171.94070,56.4282
178.47757,58.4306
168.12796,54.9277
166.69240,57.4684
181.83842,61.572
174.11367,49.308
174.04756,55.3825
168.18767,49.5857
166.90599,51.6205
183.48729,72.3302
168.994,63.0596
171.26725,57.1155
163.41672,56.0107
173.47491,63.5055
175.65337,58.2578
176.55385,60.0989
167.01511,51.2440
170.74792,70.6523
167.6458,52.6342
172.29851,52.4310
181.42400,62.7552
175.08647,51.1925
173.38182,60.5733
165.73365,50.9331
169.16580,62.4731
176.48395,55.6483
168.25725,49.1302
165.24381,63.2286
177.54542,54.3859
176.02347,67.6721
183.0769,57.7908
167.63233,53.6642
174.93602,61.2554
174.36112,54.6269
171.84820,59.439
175.64600,58.1018
177.94971,64.235
181.37655,61.2987
175.34885,66.9187
168.99651,47.4102
172.00458,56.3199
171.79338,59.1077
168.74747,54.6817
173.11149,53.4345
174.79726,56.2753
179.55753,63.6269
167.77569,56.2640
183.94093,65.17
170.00591,53.4041
166.46484,53.6516
171.55605,57.9897
172.11848,61.769
168.00901,51.3184
169.42686,53.3210
165.33421,60.7281
173.97240,59.5159
165.52276,42.73731
171.46796,57.9673
167.04879,45.4676
170.53799,56.4889
171.06395,63.4255
174.36081,58.5182
177.65210,56.871
170.95412,56.2016
174.70481,66.7464
167.95311,51.5045
168.41135,53.1794
175.73160,58.0723
169.94767,53.8898
174.50595,56.5524
180.56040,67.1882
166.43596,55.7890
168.16164,52.648
169.3464,48.8157
174.56663,62.1582
169.4279,54.7235
164.83655,53.9255
173.25871,58.7613
179.07043,60.7877
169.29740,57.7241
174.02310,61.5490
173.87562,64.85
